scene,frame,zebra,traffic,stop_sign
01452fbfbf4543af8acdfd3e8a1ee806,36,False,False,False
01452fbfbf4543af8acdfd3e8a1ee806,37,False,False,False
01452fbfbf4543af8acdfd3e8a1ee806,38,False,False,False
01452fbfbf4543af8acdfd3e8a1ee806,39,False,False,False
01c3f5e39956402da3e37845632fadca,0,False,False,False
01c3f5e39956402da3e37845632fadca,1,False,False,False
01c3f5e39956402da3e37845632fadca,2,False,False,False
01c3f5e39956402da3e37845632fadca,3,False,False,False
01c3f5e39956402da3e37845632fadca,4,True,False,False
01c3f5e39956402da3e37845632fadca,5,True,False,False
01c3f5e39956402da3e37845632fadca,6,True,False,False
01c3f5e39956402da3e37845632fadca,7,True,False,False
01c3f5e39956402da3e37845632fadca,8,True,False,True
01c3f5e39956402da3e37845632fadca,9,True,False,True
01c3f5e39956402da3e37845632fadca,10,True,False,True
01c3f5e39956402da3e37845632fadca,11,True,False,False
01c3f5e39956402da3e37845632fadca,12,True,False,False
01c3f5e39956402da3e37845632fadca,13,True,False,False
01c3f5e39956402da3e37845632fadca,14,True,False,True
01c3f5e39956402da3e37845632fadca,15,True,False,True
01c3f5e39956402da3e37845632fadca,16,False,False,False
01c3f5e39956402da3e37845632fadca,17,False,False,False
01c3f5e39956402da3e37845632fadca,18,False,False,False
01c3f5e39956402da3e37845632fadca,19,False,False,False
01c3f5e39956402da3e37845632fadca,20,False,False,False
01c3f5e39956402da3e37845632fadca,21,False,False,False
01c3f5e39956402da3e37845632fadca,22,False,False,False
01c3f5e39956402da3e37845632fadca,23,True,False,False
01c3f5e39956402da3e37845632fadca,24,True,False,False
01c3f5e39956402da3e37845632fadca,25,True,False,False
01c3f5e39956402da3e37845632fadca,26,True,False,True
01c3f5e39956402da3e37845632fadca,27,True,False,True
01c3f5e39956402da3e37845632fadca,28,True,False,False
01c3f5e39956402da3e37845632fadca,29,True,False,False
01c3f5e39956402da3e37845632fadca,30,True,False,False
01c3f5e39956402da3e37845632fadca,31,True,False,False
01c3f5e39956402da3e37845632fadca,32,True,False,False
01c3f5e39956402da3e37845632fadca,33,True,False,False
01c3f5e39956402da3e37845632fadca,34,True,False,False
01c3f5e39956402da3e37845632fadca,35,True,False,False
01c3f5e39956402da3e37845632fadca,36,True,False,False
01c3f5e39956402da3e37845632fadca,37,True,False,False
01c3f5e39956402da3e37845632fadca,38,True,False,False
01e4fcbe6e49483293ce45727152b36e,0,True,True,False
01e4fcbe6e49483293ce45727152b36e,1,True,True,False
01e4fcbe6e49483293ce45727152b36e,2,True,True,False
01e4fcbe6e49483293ce45727152b36e,3,True,True,False
01e4fcbe6e49483293ce45727152b36e,4,True,False,False
01e4fcbe6e49483293ce45727152b36e,5,True,False,False
01e4fcbe6e49483293ce45727152b36e,6,True,False,False
01e4fcbe6e49483293ce45727152b36e,7,False,False,False
01e4fcbe6e49483293ce45727152b36e,8,False,False,False
01e4fcbe6e49483293ce45727152b36e,9,False,False,False
01e4fcbe6e49483293ce45727152b36e,10,False,False,False
01e4fcbe6e49483293ce45727152b36e,11,False,False,False
01e4fcbe6e49483293ce45727152b36e,12,False,False,False
01e4fcbe6e49483293ce45727152b36e,13,False,False,False
01e4fcbe6e49483293ce45727152b36e,14,False,False,False
01e4fcbe6e49483293ce45727152b36e,15,False,False,False
01e4fcbe6e49483293ce45727152b36e,16,False,False,False
01e4fcbe6e49483293ce45727152b36e,17,False,False,False
01e4fcbe6e49483293ce45727152b36e,18,False,False,False
01e4fcbe6e49483293ce45727152b36e,19,False,False,False
01e4fcbe6e49483293ce45727152b36e,20,False,False,False
01e4fcbe6e49483293ce45727152b36e,21,False,False,False
01e4fcbe6e49483293ce45727152b36e,22,False,False,False
01e4fcbe6e49483293ce45727152b36e,23,False,False,False
01e4fcbe6e49483293ce45727152b36e,24,False,False,False
01e4fcbe6e49483293ce45727152b36e,25,False,False,False
01e4fcbe6e49483293ce45727152b36e,26,False,False,False
01e4fcbe6e49483293ce45727152b36e,27,False,False,False
01e4fcbe6e49483293ce45727152b36e,28,False,False,False
01e4fcbe6e49483293ce45727152b36e,29,False,False,False
01e4fcbe6e49483293ce45727152b36e,30,False,False,False
01e4fcbe6e49483293ce45727152b36e,31,False,False,False
01e4fcbe6e49483293ce45727152b36e,32,False,False,False
01e4fcbe6e49483293ce45727152b36e,33,False,False,False
01e4fcbe6e49483293ce45727152b36e,34,False,False,False
01e4fcbe6e49483293ce45727152b36e,35,False,False,False
01e4fcbe6e49483293ce45727152b36e,36,False,False,False
01e4fcbe6e49483293ce45727152b36e,37,False,False,False
01e4fcbe6e49483293ce45727152b36e,38,False,False,False
01e4fcbe6e49483293ce45727152b36e,39,False,False,False
0287702725184161af95373198546a59,0,True,False,False
0287702725184161af95373198546a59,1,True,False,False
0287702725184161af95373198546a59,2,True,False,False
0287702725184161af95373198546a59,3,True,False,False
0287702725184161af95373198546a59,4,True,False,False
0287702725184161af95373198546a59,5,True,False,False
0287702725184161af95373198546a59,6,True,False,False
0287702725184161af95373198546a59,7,True,False,False
0287702725184161af95373198546a59,8,True,False,False
0287702725184161af95373198546a59,9,True,False,False
0287702725184161af95373198546a59,10,True,False,False
0287702725184161af95373198546a59,11,True,False,False
0287702725184161af95373198546a59,12,True,False,False
0287702725184161af95373198546a59,13,True,False,False
0287702725184161af95373198546a59,14,True,False,False
0287702725184161af95373198546a59,15,True,False,False
0287702725184161af95373198546a59,16,True,False,False
0287702725184161af95373198546a59,17,True,False,False
0287702725184161af95373198546a59,18,True,False,False
0287702725184161af95373198546a59,19,True,False,False
0287702725184161af95373198546a59,20,True,False,False
0287702725184161af95373198546a59,21,True,False,False
0287702725184161af95373198546a59,22,True,False,False
0287702725184161af95373198546a59,23,True,False,False
0287702725184161af95373198546a59,24,True,False,False
0287702725184161af95373198546a59,25,True,False,False
0287702725184161af95373198546a59,26,True,False,False
0287702725184161af95373198546a59,27,True,False,False
0287702725184161af95373198546a59,28,True,False,False
0287702725184161af95373198546a59,29,True,False,False
0287702725184161af95373198546a59,30,True,False,False
0287702725184161af95373198546a59,31,True,False,False
0287702725184161af95373198546a59,32,True,False,False
0287702725184161af95373198546a59,33,True,False,False
0287702725184161af95373198546a59,34,True,False,False
0287702725184161af95373198546a59,35,True,False,False
0287702725184161af95373198546a59,36,True,False,False
0287702725184161af95373198546a59,37,True,False,False
0287702725184161af95373198546a59,38,True,False,False
0287702725184161af95373198546a59,39,True,False,False
0287702725184161af95373198546a59,40,True,False,False
06c43bc74aff453081ce83eb126a756e,0,False,False,False
06c43bc74aff453081ce83eb126a756e,1,False,False,False
06c43bc74aff453081ce83eb126a756e,2,False,False,False
06c43bc74aff453081ce83eb126a756e,3,False,False,False
06c43bc74aff453081ce83eb126a756e,4,False,False,False
06c43bc74aff453081ce83eb126a756e,5,False,False,False
06c43bc74aff453081ce83eb126a756e,6,False,False,False
06c43bc74aff453081ce83eb126a756e,7,False,False,False
06c43bc74aff453081ce83eb126a756e,8,False,False,False
06c43bc74aff453081ce83eb126a756e,9,False,False,False
06c43bc74aff453081ce83eb126a756e,10,False,False,False
06c43bc74aff453081ce83eb126a756e,11,True,False,False
06c43bc74aff453081ce83eb126a756e,12,True,False,False
06c43bc74aff453081ce83eb126a756e,13,True,False,False
06c43bc74aff453081ce83eb126a756e,14,True,False,False
06c43bc74aff453081ce83eb126a756e,15,True,False,True
06c43bc74aff453081ce83eb126a756e,16,True,False,True
06c43bc74aff453081ce83eb126a756e,17,True,False,True
06c43bc74aff453081ce83eb126a756e,18,True,False,True
06c43bc74aff453081ce83eb126a756e,19,True,False,True
06c43bc74aff453081ce83eb126a756e,20,True,False,False
06c43bc74aff453081ce83eb126a756e,21,True,False,False
06c43bc74aff453081ce83eb126a756e,22,True,False,False
06c43bc74aff453081ce83eb126a756e,23,True,False,False
06c43bc74aff453081ce83eb126a756e,24,True,False,False
06c43bc74aff453081ce83eb126a756e,25,True,False,False
06c43bc74aff453081ce83eb126a756e,26,True,False,False
06c43bc74aff453081ce83eb126a756e,27,True,False,False
06c43bc74aff453081ce83eb126a756e,28,True,False,False
06c43bc74aff453081ce83eb126a756e,29,True,False,False
06c43bc74aff453081ce83eb126a756e,30,True,False,False
06c43bc74aff453081ce83eb126a756e,31,True,False,False
06c43bc74aff453081ce83eb126a756e,32,True,False,False
06c43bc74aff453081ce83eb126a756e,33,True,False,False
06c43bc74aff453081ce83eb126a756e,34,True,False,False
06c43bc74aff453081ce83eb126a756e,35,True,False,False
06c43bc74aff453081ce83eb126a756e,36,True,False,False
06c43bc74aff453081ce83eb126a756e,37,True,False,False
06c43bc74aff453081ce83eb126a756e,38,True,False,False
06c43bc74aff453081ce83eb126a756e,39,True,False,False
078e6d7a3d4a429bba404bf12c7a98f2,0,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,1,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,2,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,3,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,4,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,5,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,6,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,7,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,8,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,9,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,10,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,11,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,12,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,13,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,14,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,15,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,16,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,17,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,18,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,19,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,20,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,21,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,22,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,23,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,24,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,25,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,26,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,27,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,28,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,29,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,30,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,31,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,32,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,33,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,34,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,35,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,36,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,37,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,38,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,39,False,False,False
078e6d7a3d4a429bba404bf12c7a98f2,40,False,False,False
08110c8640454affb5167801442a85fd,0,False,False,False
08110c8640454affb5167801442a85fd,1,False,False,False
08110c8640454affb5167801442a85fd,2,False,False,False
08110c8640454affb5167801442a85fd,3,False,False,False
08110c8640454affb5167801442a85fd,4,False,False,False
08110c8640454affb5167801442a85fd,5,False,False,False
08110c8640454affb5167801442a85fd,6,False,False,False
08110c8640454affb5167801442a85fd,7,False,False,False
08110c8640454affb5167801442a85fd,8,False,False,False
08110c8640454affb5167801442a85fd,9,False,False,False
08110c8640454affb5167801442a85fd,10,False,False,False
08110c8640454affb5167801442a85fd,11,False,False,False
08110c8640454affb5167801442a85fd,12,True,False,False
08110c8640454affb5167801442a85fd,13,True,False,False
08110c8640454affb5167801442a85fd,14,True,False,False
08110c8640454affb5167801442a85fd,15,True,False,False
08110c8640454affb5167801442a85fd,16,True,False,False
08110c8640454affb5167801442a85fd,17,True,False,False
08110c8640454affb5167801442a85fd,18,True,False,False
08110c8640454affb5167801442a85fd,19,True,False,False
08110c8640454affb5167801442a85fd,20,True,False,False
08110c8640454affb5167801442a85fd,21,True,False,False
08110c8640454affb5167801442a85fd,22,True,False,False
08110c8640454affb5167801442a85fd,23,True,False,False
08110c8640454affb5167801442a85fd,24,True,False,False
08110c8640454affb5167801442a85fd,25,True,False,False
08110c8640454affb5167801442a85fd,26,True,False,False
08110c8640454affb5167801442a85fd,27,True,False,False
08110c8640454affb5167801442a85fd,28,True,False,False
08110c8640454affb5167801442a85fd,29,True,False,False
08110c8640454affb5167801442a85fd,30,True,False,False
08110c8640454affb5167801442a85fd,31,True,False,False
08110c8640454affb5167801442a85fd,32,True,False,False
08110c8640454affb5167801442a85fd,33,True,False,False
08110c8640454affb5167801442a85fd,34,True,False,False
08110c8640454affb5167801442a85fd,35,True,False,False
08110c8640454affb5167801442a85fd,36,True,False,False
08110c8640454affb5167801442a85fd,37,True,False,False
08110c8640454affb5167801442a85fd,38,True,False,False
08110c8640454affb5167801442a85fd,39,True,False,False
08110c8640454affb5167801442a85fd,40,True,False,False
087c6e521e974c708d49cac1db095691,0,False,False,False
087c6e521e974c708d49cac1db095691,1,False,False,False
087c6e521e974c708d49cac1db095691,2,False,False,False
087c6e521e974c708d49cac1db095691,3,False,False,False
087c6e521e974c708d49cac1db095691,4,False,False,False
087c6e521e974c708d49cac1db095691,5,True,False,False
087c6e521e974c708d49cac1db095691,6,True,False,False
087c6e521e974c708d49cac1db095691,7,True,False,False
087c6e521e974c708d49cac1db095691,8,True,False,False
087c6e521e974c708d49cac1db095691,9,True,False,False
087c6e521e974c708d49cac1db095691,10,True,False,False
087c6e521e974c708d49cac1db095691,11,False,False,False
087c6e521e974c708d49cac1db095691,12,False,False,False
087c6e521e974c708d49cac1db095691,13,True,False,False
087c6e521e974c708d49cac1db095691,14,True,False,False
087c6e521e974c708d49cac1db095691,15,True,False,False
087c6e521e974c708d49cac1db095691,16,True,False,False
087c6e521e974c708d49cac1db095691,17,True,False,False
087c6e521e974c708d49cac1db095691,18,True,False,False
087c6e521e974c708d49cac1db095691,19,False,False,False
087c6e521e974c708d49cac1db095691,20,False,False,False
087c6e521e974c708d49cac1db095691,21,False,False,False
087c6e521e974c708d49cac1db095691,22,False,False,False
087c6e521e974c708d49cac1db095691,23,False,False,False
087c6e521e974c708d49cac1db095691,24,False,False,False
087c6e521e974c708d49cac1db095691,25,False,False,False
087c6e521e974c708d49cac1db095691,26,False,False,False
087c6e521e974c708d49cac1db095691,27,False,False,False
087c6e521e974c708d49cac1db095691,28,False,False,False
087c6e521e974c708d49cac1db095691,29,True,False,False
087c6e521e974c708d49cac1db095691,30,True,False,False
087c6e521e974c708d49cac1db095691,31,True,False,False
087c6e521e974c708d49cac1db095691,32,True,False,False
087c6e521e974c708d49cac1db095691,33,True,False,False
087c6e521e974c708d49cac1db095691,34,True,False,False
087c6e521e974c708d49cac1db095691,35,True,False,False
087c6e521e974c708d49cac1db095691,36,True,False,False
087c6e521e974c708d49cac1db095691,37,False,False,False
087c6e521e974c708d49cac1db095691,38,False,False,False
087c6e521e974c708d49cac1db095691,39,False,False,False
08be42eb2186411d8e2201225329f1c6,0,False,False,False
08be42eb2186411d8e2201225329f1c6,1,False,False,False
08be42eb2186411d8e2201225329f1c6,2,False,False,False
08be42eb2186411d8e2201225329f1c6,3,False,False,False
08be42eb2186411d8e2201225329f1c6,4,False,False,False
08be42eb2186411d8e2201225329f1c6,5,False,False,False
08be42eb2186411d8e2201225329f1c6,6,False,False,False
08be42eb2186411d8e2201225329f1c6,7,False,False,False
08be42eb2186411d8e2201225329f1c6,8,False,False,False
08be42eb2186411d8e2201225329f1c6,9,False,False,False
08be42eb2186411d8e2201225329f1c6,10,False,False,False
08be42eb2186411d8e2201225329f1c6,11,False,False,False
08be42eb2186411d8e2201225329f1c6,12,False,False,False
08be42eb2186411d8e2201225329f1c6,13,False,False,False
08be42eb2186411d8e2201225329f1c6,14,False,False,False
08be42eb2186411d8e2201225329f1c6,15,False,False,False
08be42eb2186411d8e2201225329f1c6,16,False,False,False
08be42eb2186411d8e2201225329f1c6,17,False,False,False
08be42eb2186411d8e2201225329f1c6,18,False,False,False
08be42eb2186411d8e2201225329f1c6,19,False,False,False
08be42eb2186411d8e2201225329f1c6,20,False,False,False
08be42eb2186411d8e2201225329f1c6,21,False,False,False
08be42eb2186411d8e2201225329f1c6,22,True,False,True
08be42eb2186411d8e2201225329f1c6,23,True,False,True
08be42eb2186411d8e2201225329f1c6,24,True,False,True
08be42eb2186411d8e2201225329f1c6,25,True,False,True
08be42eb2186411d8e2201225329f1c6,26,True,False,True
08be42eb2186411d8e2201225329f1c6,27,True,False,True
08be42eb2186411d8e2201225329f1c6,28,True,False,True
08be42eb2186411d8e2201225329f1c6,29,True,False,True
08be42eb2186411d8e2201225329f1c6,30,True,False,True
08be42eb2186411d8e2201225329f1c6,31,True,False,True
08be42eb2186411d8e2201225329f1c6,32,True,False,True
08be42eb2186411d8e2201225329f1c6,33,True,False,True
08be42eb2186411d8e2201225329f1c6,34,True,False,True
08be42eb2186411d8e2201225329f1c6,35,True,False,True
08be42eb2186411d8e2201225329f1c6,36,True,False,True
08be42eb2186411d8e2201225329f1c6,37,True,False,True
08be42eb2186411d8e2201225329f1c6,38,True,False,True
08be42eb2186411d8e2201225329f1c6,39,True,False,True
098c11f50ff2425a9ff994e004de1216,0,False,False,False
098c11f50ff2425a9ff994e004de1216,1,False,False,False
098c11f50ff2425a9ff994e004de1216,2,False,False,False
098c11f50ff2425a9ff994e004de1216,3,False,False,False
098c11f50ff2425a9ff994e004de1216,4,False,False,False
098c11f50ff2425a9ff994e004de1216,5,False,False,False
098c11f50ff2425a9ff994e004de1216,6,False,False,False
098c11f50ff2425a9ff994e004de1216,7,False,False,False
098c11f50ff2425a9ff994e004de1216,8,False,False,False
098c11f50ff2425a9ff994e004de1216,9,False,False,False
098c11f50ff2425a9ff994e004de1216,10,False,False,False
098c11f50ff2425a9ff994e004de1216,11,False,False,False
098c11f50ff2425a9ff994e004de1216,12,False,False,False
098c11f50ff2425a9ff994e004de1216,13,False,False,False
098c11f50ff2425a9ff994e004de1216,14,False,False,False
098c11f50ff2425a9ff994e004de1216,15,False,False,True
098c11f50ff2425a9ff994e004de1216,16,False,False,True
098c11f50ff2425a9ff994e004de1216,17,False,False,True
098c11f50ff2425a9ff994e004de1216,18,True,False,True
098c11f50ff2425a9ff994e004de1216,19,True,False,True
098c11f50ff2425a9ff994e004de1216,20,True,False,True
098c11f50ff2425a9ff994e004de1216,21,True,False,True
098c11f50ff2425a9ff994e004de1216,22,True,False,True
098c11f50ff2425a9ff994e004de1216,23,True,False,True
098c11f50ff2425a9ff994e004de1216,24,True,False,True
098c11f50ff2425a9ff994e004de1216,25,True,False,True
098c11f50ff2425a9ff994e004de1216,26,True,False,True
098c11f50ff2425a9ff994e004de1216,27,True,False,True
098c11f50ff2425a9ff994e004de1216,28,True,False,True
098c11f50ff2425a9ff994e004de1216,29,True,False,True
098c11f50ff2425a9ff994e004de1216,30,True,False,True
098c11f50ff2425a9ff994e004de1216,31,True,False,True
098c11f50ff2425a9ff994e004de1216,32,True,False,True
098c11f50ff2425a9ff994e004de1216,33,True,False,True
098c11f50ff2425a9ff994e004de1216,34,True,False,True
098c11f50ff2425a9ff994e004de1216,35,True,False,True
098c11f50ff2425a9ff994e004de1216,36,True,False,True
098c11f50ff2425a9ff994e004de1216,37,True,False,True
098c11f50ff2425a9ff994e004de1216,38,True,False,True
098c11f50ff2425a9ff994e004de1216,39,True,False,True
0c13be31e9854d97960d1af570db433f,0,False,False,False
0c13be31e9854d97960d1af570db433f,1,False,False,False
0c13be31e9854d97960d1af570db433f,2,False,False,False
0c13be31e9854d97960d1af570db433f,3,False,False,False
0c13be31e9854d97960d1af570db433f,4,False,False,False
0c13be31e9854d97960d1af570db433f,5,True,False,False
0c13be31e9854d97960d1af570db433f,6,True,False,False
0c13be31e9854d97960d1af570db433f,7,True,False,False
0c13be31e9854d97960d1af570db433f,8,True,False,False
0c13be31e9854d97960d1af570db433f,9,True,False,False
0c13be31e9854d97960d1af570db433f,10,True,False,False
0c13be31e9854d97960d1af570db433f,11,True,False,False
0c13be31e9854d97960d1af570db433f,12,True,False,False
0c13be31e9854d97960d1af570db433f,13,True,False,False
0c13be31e9854d97960d1af570db433f,14,True,False,False
0c13be31e9854d97960d1af570db433f,15,True,False,False
0c13be31e9854d97960d1af570db433f,16,True,False,False
0c13be31e9854d97960d1af570db433f,17,True,False,False
0c13be31e9854d97960d1af570db433f,18,True,False,False
0c13be31e9854d97960d1af570db433f,19,True,False,False
0c13be31e9854d97960d1af570db433f,20,True,False,False
0c13be31e9854d97960d1af570db433f,21,True,False,False
0c13be31e9854d97960d1af570db433f,22,True,False,False
0c13be31e9854d97960d1af570db433f,23,True,False,False
0c13be31e9854d97960d1af570db433f,24,True,False,False
0c13be31e9854d97960d1af570db433f,25,True,False,False
0c13be31e9854d97960d1af570db433f,26,True,False,False
0c13be31e9854d97960d1af570db433f,27,True,False,False
0c13be31e9854d97960d1af570db433f,28,True,False,False
0c13be31e9854d97960d1af570db433f,29,True,False,False
0c13be31e9854d97960d1af570db433f,30,True,False,False
0c13be31e9854d97960d1af570db433f,31,True,False,False
0c13be31e9854d97960d1af570db433f,32,True,False,False
0c13be31e9854d97960d1af570db433f,33,True,False,False
0c13be31e9854d97960d1af570db433f,34,True,False,False
0c13be31e9854d97960d1af570db433f,35,True,False,False
0c13be31e9854d97960d1af570db433f,36,True,False,False
0c13be31e9854d97960d1af570db433f,37,True,False,False
0c13be31e9854d97960d1af570db433f,38,True,False,False
0c13be31e9854d97960d1af570db433f,39,True,False,False
0ced08ea43754420a23b2fbec667a763,0,False,False,False
0ced08ea43754420a23b2fbec667a763,1,False,False,False
0ced08ea43754420a23b2fbec667a763,2,False,False,False
0ced08ea43754420a23b2fbec667a763,3,False,False,False
0ced08ea43754420a23b2fbec667a763,4,False,False,False
0ced08ea43754420a23b2fbec667a763,5,False,False,False
0ced08ea43754420a23b2fbec667a763,6,False,False,False
0ced08ea43754420a23b2fbec667a763,7,False,False,False
0ced08ea43754420a23b2fbec667a763,8,False,False,False
0ced08ea43754420a23b2fbec667a763,9,False,False,False
0ced08ea43754420a23b2fbec667a763,10,False,False,False
0ced08ea43754420a23b2fbec667a763,11,False,False,False
0ced08ea43754420a23b2fbec667a763,12,False,False,False
0ced08ea43754420a23b2fbec667a763,13,False,False,False
0ced08ea43754420a23b2fbec667a763,14,False,False,False
0ced08ea43754420a23b2fbec667a763,15,False,False,False
