instance_token,sample_token,token,translation,rotation,velocity,acceleration,heading_change_rate,prev,next,timestamp,scene_token
bc38961ca0ac4b14ab90e547ba79fbb6,4f545737bf3347fbbc9af60b0be9a963,e25b9e7019814d53876ff2697df7a2de,"[390.512, 1142.201, 0.891]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",4.385040264738063,0.30576530453207523,0.0,247a25c59f914adabee9460bd8307196,fe33c018573e4abda3ff8de0566ee800,1532402930648325,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,7626dde27d604ac28a0240bdd54eba7a,fe33c018573e4abda3ff8de0566ee800,"[389.29, 1139.46, 0.941]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",5.454630050039066,1.9440515446457538,0.0,e25b9e7019814d53876ff2697df7a2de,2c1a8ae13d76498c838a1fb733ff8700,1532402931198511,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,be99ffc878b24aca8956bbb4e0f97d0c,2c1a8ae13d76498c838a1fb733ff8700,"[388.168, 1136.675, 0.991]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",6.013188856388588,1.118634620937811,0.0,fe33c018573e4abda3ff8de0566ee800,2064ecd1630a428184fb8715b226bf9b,1532402931697833,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,e0845f5322254dafadbbed75aaa07969,b2b43ef63f5242b2a4c0b794e673782d,"[392.641, 1147.242, 0.816]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",1.9737137426635056,3.0657164207367775,0.0,b41e15b89fd44709b439de95dd723617,7bcf4bc87bf143588230254034eada12,1532402929197353,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,c923fe08b2ff4e27975d2bf30934383b,7bcf4bc87bf143588230254034eada12,"[392.081, 1145.988, 0.841]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",2.74428220172966,1.5397698015044246,0.0,b2b43ef63f5242b2a4c0b794e673782d,247a25c59f914adabee9460bd8307196,1532402929697797,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,f1e3d9d08f044c439ce86a2d6fcca57b,247a25c59f914adabee9460bd8307196,"[391.347, 1144.208, 0.841]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",4.233465076293623,3.2743385688386044,0.0,7bcf4bc87bf143588230254034eada12,e25b9e7019814d53876ff2697df7a2de,1532402930152601,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,4f545737bf3347fbbc9af60b0be9a963,e25b9e7019814d53876ff2697df7a2de,"[390.512, 1142.201, 0.891]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",4.385040264738063,0.30576530453207523,0.0,247a25c59f914adabee9460bd8307196,fe33c018573e4abda3ff8de0566ee800,1532402930648325,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,7626dde27d604ac28a0240bdd54eba7a,fe33c018573e4abda3ff8de0566ee800,"[389.29, 1139.46, 0.941]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",5.454630050039066,1.9440515446457538,0.0,e25b9e7019814d53876ff2697df7a2de,2c1a8ae13d76498c838a1fb733ff8700,1532402931198511,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,be99ffc878b24aca8956bbb4e0f97d0c,2c1a8ae13d76498c838a1fb733ff8700,"[388.168, 1136.675, 0.991]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",6.013188856388588,1.118634620937811,0.0,fe33c018573e4abda3ff8de0566ee800,2064ecd1630a428184fb8715b226bf9b,1532402931697833,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,9813c23a5f1448b09bb7910fea9baf20,2064ecd1630a428184fb8715b226bf9b,"[386.878, 1133.783, 0.991]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",6.334821197454693,0.6434162436901629,0.0,2c1a8ae13d76498c838a1fb733ff8700,ec5d36663d994871be2aa33248629244,1532402932197715,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,c923fe08b2ff4e27975d2bf30934383b,7bcf4bc87bf143588230254034eada12,"[392.081, 1145.988, 0.841]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",2.74428220172966,1.5397698015044246,0.0,b2b43ef63f5242b2a4c0b794e673782d,247a25c59f914adabee9460bd8307196,1532402929697797,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,f1e3d9d08f044c439ce86a2d6fcca57b,247a25c59f914adabee9460bd8307196,"[391.347, 1144.208, 0.841]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",4.233465076293623,3.2743385688386044,0.0,7bcf4bc87bf143588230254034eada12,e25b9e7019814d53876ff2697df7a2de,1532402930152601,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,4f545737bf3347fbbc9af60b0be9a963,e25b9e7019814d53876ff2697df7a2de,"[390.512, 1142.201, 0.891]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",4.385040264738063,0.30576530453207523,0.0,247a25c59f914adabee9460bd8307196,fe33c018573e4abda3ff8de0566ee800,1532402930648325,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,7626dde27d604ac28a0240bdd54eba7a,fe33c018573e4abda3ff8de0566ee800,"[389.29, 1139.46, 0.941]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",5.454630050039066,1.9440515446457538,0.0,e25b9e7019814d53876ff2697df7a2de,2c1a8ae13d76498c838a1fb733ff8700,1532402931198511,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,be99ffc878b24aca8956bbb4e0f97d0c,2c1a8ae13d76498c838a1fb733ff8700,"[388.168, 1136.675, 0.991]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",6.013188856388588,1.118634620937811,0.0,fe33c018573e4abda3ff8de0566ee800,2064ecd1630a428184fb8715b226bf9b,1532402931697833,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,9813c23a5f1448b09bb7910fea9baf20,2064ecd1630a428184fb8715b226bf9b,"[386.878, 1133.783, 0.991]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",6.334821197454693,0.6434162436901629,0.0,2c1a8ae13d76498c838a1fb733ff8700,ec5d36663d994871be2aa33248629244,1532402932197715,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,023c4df2d451409881d8e6ea82f14704,ec5d36663d994871be2aa33248629244,"[385.638, 1131.14, 1.041]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",6.493833487979416,0.3536994213586067,0.0,2064ecd1630a428184fb8715b226bf9b,966ef9fb97bc46d98ef2a4e999c37e86,1532402932647284,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,f1e3d9d08f044c439ce86a2d6fcca57b,247a25c59f914adabee9460bd8307196,"[391.347, 1144.208, 0.841]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",4.233465076293623,3.2743385688386044,0.0,7bcf4bc87bf143588230254034eada12,e25b9e7019814d53876ff2697df7a2de,1532402930152601,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,4f545737bf3347fbbc9af60b0be9a963,e25b9e7019814d53876ff2697df7a2de,"[390.512, 1142.201, 0.891]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",4.385040264738063,0.30576530453207523,0.0,247a25c59f914adabee9460bd8307196,fe33c018573e4abda3ff8de0566ee800,1532402930648325,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,7626dde27d604ac28a0240bdd54eba7a,fe33c018573e4abda3ff8de0566ee800,"[389.29, 1139.46, 0.941]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",5.454630050039066,1.9440515446457538,0.0,e25b9e7019814d53876ff2697df7a2de,2c1a8ae13d76498c838a1fb733ff8700,1532402931198511,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,be99ffc878b24aca8956bbb4e0f97d0c,2c1a8ae13d76498c838a1fb733ff8700,"[388.168, 1136.675, 0.991]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",6.013188856388588,1.118634620937811,0.0,fe33c018573e4abda3ff8de0566ee800,2064ecd1630a428184fb8715b226bf9b,1532402931697833,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,9813c23a5f1448b09bb7910fea9baf20,2064ecd1630a428184fb8715b226bf9b,"[386.878, 1133.783, 0.991]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",6.334821197454693,0.6434162436901629,0.0,2c1a8ae13d76498c838a1fb733ff8700,ec5d36663d994871be2aa33248629244,1532402932197715,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,023c4df2d451409881d8e6ea82f14704,ec5d36663d994871be2aa33248629244,"[385.638, 1131.14, 1.041]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",6.493833487979416,0.3536994213586067,0.0,2064ecd1630a428184fb8715b226bf9b,966ef9fb97bc46d98ef2a4e999c37e86,1532402932647284,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,c235638ed66145988d17f9d0601923f2,966ef9fb97bc46d98ef2a4e999c37e86,"[384.005, 1128.317, 1.141]","[-0.499720346538994, 0.0, 0.0, 0.8661868015935984]",6.5314672126499005,0.0753699839040701,-0.2097248233310547,ec5d36663d994871be2aa33248629244,9e4448428e9047e880f9461ad6e1464f,1532402933146604,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,4f545737bf3347fbbc9af60b0be9a963,e25b9e7019814d53876ff2697df7a2de,"[390.512, 1142.201, 0.891]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",4.385040264738063,0.30576530453207523,0.0,247a25c59f914adabee9460bd8307196,fe33c018573e4abda3ff8de0566ee800,1532402930648325,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,7626dde27d604ac28a0240bdd54eba7a,fe33c018573e4abda3ff8de0566ee800,"[389.29, 1139.46, 0.941]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",5.454630050039066,1.9440515446457538,0.0,e25b9e7019814d53876ff2697df7a2de,2c1a8ae13d76498c838a1fb733ff8700,1532402931198511,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,be99ffc878b24aca8956bbb4e0f97d0c,2c1a8ae13d76498c838a1fb733ff8700,"[388.168, 1136.675, 0.991]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",6.013188856388588,1.118634620937811,0.0,fe33c018573e4abda3ff8de0566ee800,2064ecd1630a428184fb8715b226bf9b,1532402931697833,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,9813c23a5f1448b09bb7910fea9baf20,2064ecd1630a428184fb8715b226bf9b,"[386.878, 1133.783, 0.991]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",6.334821197454693,0.6434162436901629,0.0,2c1a8ae13d76498c838a1fb733ff8700,ec5d36663d994871be2aa33248629244,1532402932197715,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,023c4df2d451409881d8e6ea82f14704,ec5d36663d994871be2aa33248629244,"[385.638, 1131.14, 1.041]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",6.493833487979416,0.3536994213586067,0.0,2064ecd1630a428184fb8715b226bf9b,966ef9fb97bc46d98ef2a4e999c37e86,1532402932647284,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,c235638ed66145988d17f9d0601923f2,966ef9fb97bc46d98ef2a4e999c37e86,"[384.005, 1128.317, 1.141]","[-0.499720346538994, 0.0, 0.0, 0.8661868015935984]",6.5314672126499005,0.0753699839040701,-0.2097248233310547,ec5d36663d994871be2aa33248629244,9e4448428e9047e880f9461ad6e1464f,1532402933146604,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,bc3c8a953f6b4dcdb77b521d89f3d9d5,9e4448428e9047e880f9461ad6e1464f,"[382.188, 1125.617, 1.141]","[-0.4537027826252125, 0.0, 0.0, 0.8911530648761408]",6.510760801365227,-0.041424575471571426,-0.2094989488849597,966ef9fb97bc46d98ef2a4e999c37e86,368c5e52abfa49ed8a8a607b8358d020,1532402933646462,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,7626dde27d604ac28a0240bdd54eba7a,fe33c018573e4abda3ff8de0566ee800,"[389.29, 1139.46, 0.941]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",5.454630050039066,1.9440515446457538,0.0,e25b9e7019814d53876ff2697df7a2de,2c1a8ae13d76498c838a1fb733ff8700,1532402931198511,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,be99ffc878b24aca8956bbb4e0f97d0c,2c1a8ae13d76498c838a1fb733ff8700,"[388.168, 1136.675, 0.991]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",6.013188856388588,1.118634620937811,0.0,fe33c018573e4abda3ff8de0566ee800,2064ecd1630a428184fb8715b226bf9b,1532402931697833,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,9813c23a5f1448b09bb7910fea9baf20,2064ecd1630a428184fb8715b226bf9b,"[386.878, 1133.783, 0.991]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",6.334821197454693,0.6434162436901629,0.0,2c1a8ae13d76498c838a1fb733ff8700,ec5d36663d994871be2aa33248629244,1532402932197715,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,023c4df2d451409881d8e6ea82f14704,ec5d36663d994871be2aa33248629244,"[385.638, 1131.14, 1.041]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",6.493833487979416,0.3536994213586067,0.0,2064ecd1630a428184fb8715b226bf9b,966ef9fb97bc46d98ef2a4e999c37e86,1532402932647284,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,c235638ed66145988d17f9d0601923f2,966ef9fb97bc46d98ef2a4e999c37e86,"[384.005, 1128.317, 1.141]","[-0.499720346538994, 0.0, 0.0, 0.8661868015935984]",6.5314672126499005,0.0753699839040701,-0.2097248233310547,ec5d36663d994871be2aa33248629244,9e4448428e9047e880f9461ad6e1464f,1532402933146604,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,bc3c8a953f6b4dcdb77b521d89f3d9d5,9e4448428e9047e880f9461ad6e1464f,"[382.188, 1125.617, 1.141]","[-0.4537027826252125, 0.0, 0.0, 0.8911530648761408]",6.510760801365227,-0.041424575471571426,-0.2094989488849597,966ef9fb97bc46d98ef2a4e999c37e86,368c5e52abfa49ed8a8a607b8358d020,1532402933646462,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,1e3d79dae62742a0ad64c91679863358,368c5e52abfa49ed8a8a607b8358d020,"[380.066, 1123.072, 1.241]","[-0.4143994073698204, 0.0, 0.0, 0.9100951220457901]",6.628662076998521,0.23585495968105222,-0.17457171610238023,9e4448428e9047e880f9461ad6e1464f,ee6dd4f95b674c019faf93375d35c917,1532402934146351,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,be99ffc878b24aca8956bbb4e0f97d0c,2c1a8ae13d76498c838a1fb733ff8700,"[388.168, 1136.675, 0.991]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",6.013188856388588,1.118634620937811,0.0,fe33c018573e4abda3ff8de0566ee800,2064ecd1630a428184fb8715b226bf9b,1532402931697833,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,9813c23a5f1448b09bb7910fea9baf20,2064ecd1630a428184fb8715b226bf9b,"[386.878, 1133.783, 0.991]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",6.334821197454693,0.6434162436901629,0.0,2c1a8ae13d76498c838a1fb733ff8700,ec5d36663d994871be2aa33248629244,1532402932197715,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,023c4df2d451409881d8e6ea82f14704,ec5d36663d994871be2aa33248629244,"[385.638, 1131.14, 1.041]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",6.493833487979416,0.3536994213586067,0.0,2064ecd1630a428184fb8715b226bf9b,966ef9fb97bc46d98ef2a4e999c37e86,1532402932647284,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,c235638ed66145988d17f9d0601923f2,966ef9fb97bc46d98ef2a4e999c37e86,"[384.005, 1128.317, 1.141]","[-0.499720346538994, 0.0, 0.0, 0.8661868015935984]",6.5314672126499005,0.0753699839040701,-0.2097248233310547,ec5d36663d994871be2aa33248629244,9e4448428e9047e880f9461ad6e1464f,1532402933146604,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,bc3c8a953f6b4dcdb77b521d89f3d9d5,9e4448428e9047e880f9461ad6e1464f,"[382.188, 1125.617, 1.141]","[-0.4537027826252125, 0.0, 0.0, 0.8911530648761408]",6.510760801365227,-0.041424575471571426,-0.2094989488849597,966ef9fb97bc46d98ef2a4e999c37e86,368c5e52abfa49ed8a8a607b8358d020,1532402933646462,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,1e3d79dae62742a0ad64c91679863358,368c5e52abfa49ed8a8a607b8358d020,"[380.066, 1123.072, 1.241]","[-0.4143994073698204, 0.0, 0.0, 0.9100951220457901]",6.628662076998521,0.23585495968105222,-0.17457171610238023,9e4448428e9047e880f9461ad6e1464f,ee6dd4f95b674c019faf93375d35c917,1532402934146351,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,2afb9d32310e4546a71cbe432911eca2,ee6dd4f95b674c019faf93375d35c917,"[377.248, 1120.613, 1.341]","[-0.32526284286406826, 0.0, 0.0, 0.945623647680188]",6.7975280873931725,0.3069152506008431,-0.34893640221345523,368c5e52abfa49ed8a8a607b8358d020,6148f81172c64ad3a2f9ea27d25096c1,1532402934696555,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,9813c23a5f1448b09bb7910fea9baf20,2064ecd1630a428184fb8715b226bf9b,"[386.878, 1133.783, 0.991]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",6.334821197454693,0.6434162436901629,0.0,2c1a8ae13d76498c838a1fb733ff8700,ec5d36663d994871be2aa33248629244,1532402932197715,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,023c4df2d451409881d8e6ea82f14704,ec5d36663d994871be2aa33248629244,"[385.638, 1131.14, 1.041]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",6.493833487979416,0.3536994213586067,0.0,2064ecd1630a428184fb8715b226bf9b,966ef9fb97bc46d98ef2a4e999c37e86,1532402932647284,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,c235638ed66145988d17f9d0601923f2,966ef9fb97bc46d98ef2a4e999c37e86,"[384.005, 1128.317, 1.141]","[-0.499720346538994, 0.0, 0.0, 0.8661868015935984]",6.5314672126499005,0.0753699839040701,-0.2097248233310547,ec5d36663d994871be2aa33248629244,9e4448428e9047e880f9461ad6e1464f,1532402933146604,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,bc3c8a953f6b4dcdb77b521d89f3d9d5,9e4448428e9047e880f9461ad6e1464f,"[382.188, 1125.617, 1.141]","[-0.4537027826252125, 0.0, 0.0, 0.8911530648761408]",6.510760801365227,-0.041424575471571426,-0.2094989488849597,966ef9fb97bc46d98ef2a4e999c37e86,368c5e52abfa49ed8a8a607b8358d020,1532402933646462,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,1e3d79dae62742a0ad64c91679863358,368c5e52abfa49ed8a8a607b8358d020,"[380.066, 1123.072, 1.241]","[-0.4143994073698204, 0.0, 0.0, 0.9100951220457901]",6.628662076998521,0.23585495968105222,-0.17457171610238023,9e4448428e9047e880f9461ad6e1464f,ee6dd4f95b674c019faf93375d35c917,1532402934146351,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,2afb9d32310e4546a71cbe432911eca2,ee6dd4f95b674c019faf93375d35c917,"[377.248, 1120.613, 1.341]","[-0.32526284286406826, 0.0, 0.0, 0.945623647680188]",6.7975280873931725,0.3069152506008431,-0.34893640221345523,368c5e52abfa49ed8a8a607b8358d020,6148f81172c64ad3a2f9ea27d25096c1,1532402934696555,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,cd21dbfc3bd749c7b10a5c42562e0c42,6148f81172c64ad3a2f9ea27d25096c1,"[374.393, 1118.767, 1.391]","[-0.2669272194557513, 0.0, 0.0, 0.9637166904820219]",6.786245871963116,-0.022520016916837478,-0.2438651448097423,ee6dd4f95b674c019faf93375d35c917,9db592a02e2d4db8ae92b9ebf5c93ce0,1532402935197541,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,023c4df2d451409881d8e6ea82f14704,ec5d36663d994871be2aa33248629244,"[385.638, 1131.14, 1.041]","[-0.5443682117180475, 0.0, 0.0, 0.8388463804957943]",6.493833487979416,0.3536994213586067,0.0,2064ecd1630a428184fb8715b226bf9b,966ef9fb97bc46d98ef2a4e999c37e86,1532402932647284,cc8c0bf57f984915a77078b10eb33198
bc38961ca0ac4b14ab90e547ba79fbb6,c235638ed66145988d17f9d0601923f2,966ef9fb97bc46d98ef2a4e999c37e86,"[384.005, 1128.317, 1.141]","[-0.499720346538994, 0.0, 0.0, 0.8661868015935984]",6.5314672126499005,0.0753699839040701,-0.2097248233310547,ec5d36663d994871be2aa33248629244,9e4448428e9047e880f9461ad6e1464f,1532402933146604,cc8c0bf57f984915a77078b10eb33198
